Crop,State,Crop_Year,Area_(in_Ha),Production_(in_Tonnes),Yield_(kg/Ha),MSP,Annual_rainfall,cost_of_prod,Harvest_Price
Sugarcane,Goa,2022,491.0,30496.01,62110.0,305.0,9.786089385,168.4,396.92
Sugarcane,Gujarat,2022,181070.0,13461468.08,74344.0,305.0,2.550865922,158.19,347.89
Sugarcane,Haryana,2022,107750.0,8860498.0,82232.0,305.0,1.895642458,145.7,362.0
Sugarcane,Himachal Pradesh,2022,1440.0,22233.6,15440.0,305.0,3.112765363,660.53,700.0
Sugarcane,Jammu And Kashmir,2022,233.0,273.78,1175.0,305.0,3.155307263,1428.6,1653.29
Sugarcane,Karnataka,2022,659400.0,59346000.0,90000.0,305.0,4.063882682,133.0,368.03
Sugarcane,Kerala,2022,931.0,101236.94,108740.0,305.0,7.651480447,191.2,3428.35
Sugarcane,Madhya Pradesh,2022,92000.0,6443680.0,70040.0,305.0,3.631955307,142.68,331.15
Sugarcane,Maharashtra,2022,1359300.0,123968160.0,91200.0,305.0,3.789162011,158.0,358.13
Sugarcane,Manipur,2022,5030.0,289511.71,57557.0,305.0,4.043072626,170.7,1050.0
Sugarcane,Meghalaya,2022,121.0,365.06,3017.0,305.0,14.45391061,644.7,1680.45
Sugarcane,Mizoram,2022,1464.0,41372.64,28260.0,305.0,5.506089385,653.93,2261.0
Sugarcane,Nagaland,2022,2490.0,108489.3,43570.0,305.0,4.46226257,168.0,1433.96
Sugarcane,Odisha,2022,7330.0,394214.73,53781.0,305.0,3.92849162,170.73,369.0
Sugarcane,Puducherry,2022,1343.0,161160.0,120000.0,305.0,3.568184358,193.41,3403.59
Sugarcane,Punjab,2022,90300.0,7506006.9,83123.0,305.0,1.930083799,145.73,360.0
Sugarcane,Rajasthan,2022,3527.0,310219.05,87956.0,305.0,1.772821229,194.35,501.45
Sugarcane,Tamil Nadu,2022,158970.0,17658387.6,111080.0,305.0,3.137206704,212.0,3376.61
Sugarcane,Telangana,2022,28000.0,2942716.0,105097.0,305.0,3.68896648,192.9,392.54
Sugarcane,Tripura,2022,680.0,37888.24,55718.0,305.0,5.528379888,168.4,838.15
Sugarcane,Uttar Pradesh,2022,2794550.0,224245870.2,80244.0,305.0,2.327988827,158.0,336.82
Sugarcane,Uttarakhand,2022,47000.0,3760000.0,80000.0,305.0,4.435363128,133.0,333.35
Sugarcane,West Bengal,2022,18452.0,1442891.04,78197.0,305.0,4.293156425,165.35,330.82
Sunflower,Andhra Pradesh,2022,21000.0,17508.0,834.0,6400.0,2.964078212,3834.65,6880.0
Sunflower,Arunachal Pradesh,2022,683.0,570.99,836.0,6400.0,7.982486034,3627.21,7232.19
Sunflower,Bihar,2022,6340.0,8997.58,1419.0,6400.0,2.71952514,4284.6,5822.795
Sunflower,Chhattisgarh,2022,30.0,15.84,528.0,6400.0,3.823044693,5063.18,9473.29
Sunflower,Gujarat,2022,1830.0,2137.44,1168.0,6400.0,2.550865922,4117.02,4729.175
Sunflower,Haryana,2022,14160.0,24723.36,1746.0,6400.0,1.895642458,4191.35,6266.825
Sunflower,Jharkhand,2022,268.0,164.57,614.0,6400.0,2.874944134,5181.87,9383.6
Sunflower,Karnataka,2022,246000.0,234867.0,955.0,6400.0,4.063882682,3905.9,5408.0
Sunflower,Kerala,2022,8.0,9.0,1125.0,6400.0,7.651480447,3786.62,8802.69
Sunflower,Maharashtra,2022,29900.0,14877.7,498.0,6400.0,3.789162011,4979.09,5542.0
Sunflower,Nagaland,2022,210.0,190.05,905.0,6400.0,4.46226257,3762.72,6942.95
Sunflower,Odisha,2022,18210.0,22873.12,1256.0,6400.0,3.92849162,4358.21,5568.35
Sunflower,Punjab,2022,1500.0,2610.0,1740.0,6400.0,1.930083799,4211.45,4809.05
Sunflower,Tamil Nadu,2022,9640.0,10117.52,1050.0,6400.0,3.137206704,3843.98,6054.0
Sunflower,Telangana,2022,8000.0,14920.0,1865.0,6400.0,3.68896648,4304.05,5268.41
Sunflower,Uttar Pradesh,2022,2000.0,2730.0,1365.0,6400.0,2.327988827,4239.93,4698.155
Sunflower,West Bengal,2022,4671.0,5824.74,1247.0,6400.0,4.293156425,4183.84,3885.43
Tobacco,Andhra Pradesh,2022,58000.0,118088.0,2036.0,2124.48,2.964078212,1500.14,18088.0
Tobacco,Assam,2022,100.0,66.5,665.0,5961.7,6.531815642,3906.48,8562.0
Tobacco,Bihar,2022,10324.0,18139.27,1757.0,2163.36,2.71952514,1587.57,14825.90667
Tobacco,Chhattisgarh,2022,30.0,17.37,579.0,5961.7,3.823044693,4475.36,20944.0
Tobacco,Gujarat,2022,192850.0,447219.15,2319.0,2066.08,2.550865922,1381.72,6000.0
Tobacco,Karnataka,2022,76000.0,56544.0,744.0,5961.7,4.063882682,3878.81,16172.07167
Tobacco,Kerala,2022,7.0,10.0,1429.0,5897.85,7.651480447,4104.26,17064.82
Tobacco,Maharashtra,2022,500.0,818.0,1636.0,4711.02,3.789162011,2669.77,16913.64
Tobacco,Meghalaya,2022,810.0,754.92,932.0,5952.6,14.45391061,3427.55,16671.49
Tobacco,Mizoram,2022,286.0,271.7,950.0,5954.0,5.506089385,3384.73,43677.0
Tobacco,Odisha,2022,20.0,20.0,1000.0,5915.65,3.92849162,3679.83,20341.69
Tobacco,Tamil Nadu,2022,2100.0,3202.5,1525.0,5633.6,3.137206704,3555.12,14902.145
Tobacco,Telangana,2022,3000.0,8553.0,2851.0,2124.48,3.68896648,1323.34,16168.51
Tobacco,Telangana,2022,3000.0,8553.0,2851.0,2124.48,3.68896648,1323.34,16168.51
Tobacco,Uttar Pradesh,2022,23000.0,93426.0,4062.0,2124.48,2.327988827,1166.87,13720.15
Tobacco,West Bengal,2022,12315.0,22733.49,1846.0,2084.33,4.293156425,1606.08,14778.56667
Tur,Andaman And Nicobar Islands,2022,1.0,0.3,300.0,6600.0,0.0,5609.68,10985.18667
Tur,Andhra Pradesh,2022,242000.0,78166.0,323.0,6600.0,2.964078212,5309.3,7490.839667
Tur,Arunachal Pradesh,2022,884.0,785.88,889.0,6600.0,7.982486034,3547.89,6072.02
Tur,Assam,2022,6000.0,5190.0,865.0,6600.0,6.531815642,3581.66,5056.04
Tur,Bihar,2022,13012.0,24319.43,1869.0,6600.0,2.71952514,4196.51,5974.145
Tur,Chhattisgarh,2022,39870.0,27550.17,691.0,6600.0,3.823044693,4972.64,5911.606667
Tur,Gujarat,2022,243770.0,283504.51,1163.0,6600.0,2.550865922,3719.79,6060.998333
Tur,Haryana,2022,380.0,448.4,1180.0,6600.0,1.895642458,4101.98,8139.77
Tur,Himachal Pradesh,2022,13.0,11.31,870.0,6600.0,3.112765363,3910.62,10942.68
Tur,Jharkhand,2022,184029.0,210529.18,1144.0,6600.0,2.874944134,4062.49,6222.725
Tur,Karnataka,2022,1220000.0,855220.0,701.0,6600.0,4.063882682,3452.46,6108.765167
Tur,Kerala,2022,128.0,215.04,1680.0,6600.0,7.651480447,3883.93,7030.77
Tur,Madhya Pradesh,2022,166000.0,126492.0,762.0,6600.0,3.631955307,4153.27,6419.646667
Tur,Maharashtra,2022,1175800.0,925354.6,787.0,6600.0,3.789162011,3408.81,6120.175167
Tur,Manipur,2022,530.0,519.93,981.0,6600.0,4.043072626,3775.02,7724.75
Tur,Meghalaya,2022,1214.0,1584.27,1305.0,6600.0,14.45391061,3896.15,4433.24
Tur,Mizoram,2022,335.0,361.8,1080.0,6600.0,5.506089385,3589.41,7284.59
Tur,Nagaland,2022,663.0,629.85,950.0,6600.0,4.46226257,3702.87,7306.34
Tur,Odisha,2022,133810.0,142106.22,1062.0,6600.0,3.92849162,3517.62,5852.8
Tur,Punjab,2022,1200.0,1328.4,1107.0,6600.0,1.930083799,3908.1,4739.74
Tur,Rajasthan,2022,6332.0,5692.47,899.0,6600.0,1.772821229,3821.66,5949.455
Tur,Tamil Nadu,2022,43590.0,45290.01,1039.0,6600.0,3.137206704,3775.04,5975.445
Tur,Telangana,2022,229000.0,201978.0,882.0,6600.0,3.68896648,3956.23,6065.48
Tur,Tripura,2022,4292.0,3420.72,797.0,6600.0,5.528379888,3707.57,4488.66
Tur,Uttar Pradesh,2022,350000.0,363650.0,1039.0,6600.0,2.327988827,3425.27,5990.192833
Tur,Uttarakhand,2022,3000.0,2982.0,994.0,6600.0,4.435363128,3727.58,4499.67
Tur,West Bengal,2022,2581.0,4201.87,1628.0,6600.0,4.293156425,4149.13,3972.32
Urad,Andaman And Nicobar Islands,2022,331.4,119.3,360.0,6600.0,0.0,5554.52,9346.206667
Urad,Andhra Pradesh,2022,345000.0,430870.0,1249.0,6600.0,2.964078212,2156.0,6133.3275
Urad,Arunachal Pradesh,2022,2699.0,2590.66,960.0,6600.0,7.982486034,3547.74,4692.55
Urad,Assam,2022,54000.0,34830.0,645.0,6600.0,6.531815642,4006.68,5315.63
Urad,Bihar,2022,5835.0,5566.59,954.0,6600.0,2.71952514,3805.85,5491.685
Urad,Chhattisgarh,2022,70380.0,25890.36,368.0,6600.0,3.823044693,5123.13,5707.95
Urad,Gujarat,2022,116970.0,84922.06,726.0,6600.0,2.550865922,4871.68,6577.068333
Urad,Haryana,2022,140.0,74.06,529.0,6600.0,1.895642458,5417.25,9011.65
Urad,Himachal Pradesh,2022,5841.0,4199.68,719.0,6600.0,3.112765363,5228.56,5281.495
Urad,Jammu And Kashmir,2022,9732.0,3145.42,323.0,6600.0,3.155307263,5653.09,5755.925
Urad,Jharkhand,2022,112750.0,99896.5,886.0,6600.0,2.874944134,3495.27,6594.325
Urad,Karnataka,2022,71000.0,33105.0,466.0,6600.0,4.063882682,4864.21,5791.464
Urad,Kerala,2022,344.0,275.98,802.0,6600.0,7.651480447,3721.88,7083.8
Urad,Madhya Pradesh,2022,1309000.0,850169.0,649.0,6600.0,3.631955307,3276.0,6094.726833
Urad,Maharashtra,2022,358300.0,225696.0,630.0,6600.0,3.789162011,6281.0,6101.54
Urad,Manipur,2022,1290.0,1279.68,992.0,6600.0,4.043072626,3786.15,4888.26
Urad,Nagaland,2022,310.0,255.13,823.0,6600.0,4.46226257,3817.73,7466.43
Urad,Odisha,2022,85020.0,32461.73,382.0,6600.0,3.92849162,5293.0,5802.674
Urad,Puducherry,2022,536.0,293.4,547.0,6600.0,3.568184358,5225.17,7878.32
Urad,Punjab,2022,1300.0,543.4,418.0,6600.0,1.930083799,5499.65,8300.24
Urad,Rajasthan,2022,321902.0,135204.48,420.0,6600.0,1.772821229,4782.04,7097.163333
Urad,Sikkim,2022,2743.0,2589.39,944.0,6600.0,10.0423743,3544.91,4689.82
Urad,Tamil Nadu,2022,396540.0,267850.08,675.0,6600.0,3.137206704,4740.0,6360.249167
Urad,Telangana,2022,30000.0,36654.0,1222.0,6600.0,3.68896648,4060.45,5672.74
Urad,Tripura,2022,5907.0,4668.48,790.0,6600.0,5.528379888,3705.37,4809.13
Urad,Uttar Pradesh,2022,608000.0,282458.0,465.0,6600.0,2.327988827,4296.0,6589.827333
Urad,Uttarakhand,2022,11000.0,11187.0,1017.0,6600.0,4.435363128,3789.68,5772.02
Urad,West Bengal,2022,74781.0,54263.08,726.0,6600.0,4.293156425,4493.34,5526.54
Wheat,Arunachal Pradesh,2022,4018.0,7943.59,1977.0,2125.0,7.982486034,1590.15,2893.04
Wheat,Assam,2022,9000.0,11898.0,1322.0,2125.0,6.531815642,1741.5,2820.0
Wheat,Bihar,2022,2199496.0,6506109.17,2958.0,2125.0,2.71952514,1063.0,3439.9045
Wheat,Chandigarh,2022,574.0,2695.22,4696.0,2125.0,3.379329609,1143.4,2160.0
Wheat,Chhattisgarh,2022,132860.0,189591.22,1427.0,2125.0,3.823044693,1622.23,2403.23
Wheat,Delhi,2022,17350.0,80677.5,4650.0,2125.0,1.867430168,1121.56,2121.17
Wheat,Gujarat,2022,1066568.0,3464212.86,3248.0,2125.0,2.550865922,1204.0,1994.0
Wheat,Haryana,2022,2323320.0,10928897.28,4704.0,2125.0,1.895642458,850.0,2201.6
Wheat,Himachal Pradesh,2022,319480.0,591996.44,1853.0,2125.0,3.112765363,1525.0,2344.19
Wheat,Jammu And Kashmir,2022,284468.0,586573.02,2062.0,2125.0,3.155307263,1458.97,2341.586667
Wheat,Jharkhand,2022,204399.0,438640.25,2146.0,2125.0,2.874944134,1345.0,2297.13
Wheat,Karnataka,2022,146000.0,200458.0,1373.0,2125.0,4.063882682,1631.6,2383.4
Wheat,Ladakh,2022,4463.05,6931.12,1553.0,2125.0,1.024581006,1591.53,2294.33
Wheat,Madhya Pradesh,2022,7150000.0,22729850.0,3179.0,2125.0,3.631955307,928.0,3078.923333
Wheat,Maharashtra,2022,1218800.0,2374222.4,1948.0,2125.0,3.789162011,1916.0,2134.0
Wheat,Manipur,2022,2370.0,5879.97,2481.0,2125.0,4.043072626,1296.81,2560.395
Wheat,Meghalaya,2022,262.0,468.98,1790.0,2125.0,14.45391061,1602.21,2498.24
Wheat,Nagaland,2022,1398.0,2569.52,1838.0,2125.0,4.46226257,1604.42,2638.26
Wheat,Odisha,2022,220.0,340.56,1548.0,2125.0,3.92849162,1629.3,2013.0
Wheat,Punjab,2022,3534740.0,16782945.52,4748.0,2125.0,1.930083799,714.0,1791.0
Wheat,Rajasthan,2022,2793866.0,10636247.86,3807.0,2125.0,1.772821229,997.0,2679.3825
Wheat,Sikkim,2022,93.0,107.42,1155.0,2125.0,10.0423743,1784.87,2588.66
Wheat,Telangana,2022,3000.0,6219.0,2073.0,2125.0,3.68896648,1563.05,2533.371667
Wheat,Tripura,2022,21.0,43.01,2048.0,2125.0,5.528379888,1516.26,2680.445
Wheat,Uttar Pradesh,2022,9518600.0,33610176.6,3531.0,2125.0,2.327988827,1033.0,2710.39
Wheat,Uttarakhand,2022,285000.0,831060.0,2916.0,2125.0,4.435363128,1012.0,2187.835
Wheat,West Bengal,2022,180350.0,556920.8,3088.0,2125.0,4.293156425,1077.0,1998.875
Bajra,Andhra Pradesh,2023,23000.0,48208.0,2096.0,2500.0,0.676806723,1511.2,2030.0
Bajra,Bihar,2023,2651.0,3016.84,1138.0,2500.0,0.294453782,1996.69,2016.88
Bajra,Chhattisgarh,2023,140.0,58.24,416.0,2500.0,0.698907563,1863.36,3363.41
Bajra,Dadra And Nagar Haveli,2023,621346.2579,4923163.159,12272.5729,2500.0,0.08487395,1229.61,2524.925
Bajra,Delhi,2023,588126.3565,4736727.681,12143.05028,2500.0,0.629579832,1210.24,2555.125
Bajra,Gujarat,2023,519247.0,1303610.16,2511.0,2500.0,0.169327731,1112.0,2245.58
Bajra,Haryana,2023,527720.0,1136708.88,2154.0,2500.0,0.630840336,1173.0,2204.6575
Bajra,Himachal Pradesh,2023,377.0,194.53,516.0,2500.0,2.242352941,1867.71,3022.05
Bajra,Jammu And Kashmir,2023,449394.0625,3958139.529,11602.14049,2500.0,2.904369748,1234.67,2666.401667
Bajra,Jharkhand,2023,355.0,308.14,868.0,2500.0,0.552773109,1801.12,2480.29
Bajra,Karnataka,2023,128000.0,162560.0,1270.0,2500.0,0.374705882,1857.25,2075.0
Bajra,Karnataka,2023,128000.0,162560.0,1270.0,2500.0,0.374705882,1857.25,2288.635
Bajra,Kerala,2023,17.87,38.84,2173.0,2500.0,1.378403361,1369.11,2433.51
Bajra,Madhya Pradesh,2023,388000.0,832066.0,2145.0,2500.0,0.426134454,1492.61,2206.1575
Bajra,Maharashtra,2023,399110.0,230439.41,577.0,2500.0,0.362352941,2335.0,2271.3125
Bajra,Nagaland,2023,541945.4662,4477553.029,11962.99346,2500.0,1.386806723,1204.0,2605.955
Bajra,Odisha,2023,1800.0,1139.4,633.0,2500.0,1.049747899,1863.36,2570.44
Bajra,Puducherry,2023,580869.4327,4696000.647,12114.75592,2500.0,0.748571429,1212.55,2542.195
Bajra,Punjab,2023,700.0,549.5,785.0,2500.0,0.938151261,1818.87,2558.85
Bajra,Rajasthan,2023,4256594.0,4384291.82,1030.0,2500.0,0.375630252,1250.0,2552.349357
Bajra,Tamil Nadu,2023,81600.0,237755.88,2914.0,2500.0,0.782016807,1319.02,2344.88
Bajra,Telangana,2023,5000.0,16855.0,3371.0,2500.0,0.818991597,1311.0,2377.97
Bajra,Uttar Pradesh,2023,1010000.0,2293710.0,2271.0,2500.0,0.375966387,881.0,2200.79
Bajra,West Bengal,2023,65.0,26.98,415.0,2500.0,0.977394958,1863.36,3378.66
Barley,Bihar,2023,7240.0,11757.76,1624.0,1850.0,0.294453782,1791.66,2287.03
Barley,Chhattisgarh,2023,860.0,625.22,727.0,1850.0,0.698907563,1767.23,2315.0
Barley,Delhi,2023,576130.0298,4639003.341,11781.66139,1850.0,0.629579832,1129.29,2128.575
Barley,Haryana,2023,11420.0,38656.7,3385.0,1850.0,0.630840336,1133.13,1841.81
Barley,Himachal Pradesh,2023,17189.0,29341.62,1707.0,1850.0,2.242352941,1690.82,2260.73
Barley,Jammu And Kashmir,2023,437397.7357,3860415.19,11240.75159,1850.0,2.904369748,1173.8,2188.74
Barley,Ladakh,2023,546651.3392,4473564.145,11666.72555,1850.0,1.112941176,1133.58,2240.29
Barley,Madhya Pradesh,2023,19000.0,32965.0,1735.0,1850.0,0.426134454,1696.72,2244.08
Barley,Punjab,2023,5200.0,20191.6,3883.0,1850.0,0.938151261,1122.23,1786.0
Barley,Rajasthan,2023,285063.0,1027081.99,3603.0,1850.0,0.375630252,1005.0,1909.16
Barley,Sikkim,2023,308156.842,3135094.317,10736.84826,1850.0,5.023529412,1140.88,1914.72
Barley,Uttar Pradesh,2023,171000.0,445260.06,2604.0,1850.0,0.375966387,993.0,2148.64
Barley,Uttarakhand,2023,18463.0,26235.92,1421.0,1850.0,1.416218487,1716.61,2275.22
Barley,West Bengal,2023,100.0,185.0,1850.0,1850.0,0.977394958,1691.4,2111.92
Castorseed,Andhra Pradesh,2023,66000.0,25410.0,385.0,6567.25,0.676806723,5098.56,6228.0
Castorseed,Assam,2023,1000.0,470.0,470.0,6559.8,2.051428571,5241.79,8241.0
Castorseed,Bihar,2023,93.0,90.68,975.0,6522.55,0.294453782,3831.96,8468.27
Castorseed,Gujarat,2023,724768.0,1551718.81,2141.0,2123.81,0.169327731,1623.27,6205.0
Castorseed,Haryana,2023,1260.0,994.14,789.0,6567.25,0.630840336,4156.53,5505.428667
Castorseed,Jharkhand,2023,9.0,4.46,496.0,6567.25,0.552773109,5176.66,10290.68
Castorseed,Karnataka,2023,3000.0,720.0,240.0,6567.25,0.374705882,5420.94,8620.0
Castorseed,Madhya Pradesh,2023,1000.0,482.0,482.0,6567.25,0.426134454,5262.88,5000.0
Castorseed,Maharashtra,2023,3570.0,1074.57,301.0,6567.25,0.362352941,5392.69,5441.0
Castorseed,Meghalaya,2023,416810.3823,3457245.756,9333.252259,2122.38,2.375966387,1183.76,4689.646667
Castorseed,Nagaland,2023,477136.1242,3795803.61,9568.459099,2123.81,1.386806723,1194.44,4714.966667
Castorseed,Odisha,2023,7050.0,4476.75,635.0,6567.25,1.049747899,5090.29,5901.29
Castorseed,Rajasthan,2023,222924.0,324354.42,1455.0,6480.45,0.375630252,4071.41,5915.945667
Castorseed,Tamil Nadu,2023,5190.0,1608.9,310.0,6567.25,0.782016807,5364.83,6154.0
Castorseed,Telangana,2023,2000.0,2000.0,1000.0,6516.45,0.818991597,3839.85,5196.092
Cotton,Andhra Pradesh,2023,422000.0,724847.06,292.0,7020.0,0.676806723,3674.0,7844.0
Cotton,Assam,2023,1000.0,511.76,87.0,7020.0,2.051428571,5609.03,5243.0
Cotton,Chhattisgarh,2023,4720.0,9162.35,330.0,7020.0,0.698907563,5529.91,7320.605
Cotton,Gujarat,2023,2683324.0,9060164.56,574.0,7020.0,0.169327731,3279.0,2438.0
Cotton,Gujarat,2023,2683324.0,9060164.56,574.0,7020.0,0.169327731,3279.0,7927.0
Cotton,Haryana,2023,577680.0,1508764.24,444.0,7020.0,0.630840336,3482.0,8542.0
Cotton,Haryana,2023,577680.0,1508764.24,444.0,7020.0,0.630840336,3482.0,8793.0
Cotton,Karnataka,2023,739000.0,2047465.0,471.0,7020.0,0.374705882,3577.0,7476.061
Cotton,Karnataka,2023,739000.0,2047465.0,471.0,7020.0,0.374705882,3577.0,7476.061
Cotton,Kerala,2023,6.5,107.25,2805.0,7020.0,1.378403361,4244.18,9883.37
Cotton,Madhya Pradesh,2023,630000.0,1801059.0,486.0,7020.0,0.426134454,4304.0,7413.0
Cotton,Maharashtra,2023,4234470.0,8045493.0,323.0,7020.0,0.362352941,4323.0,7069.555833
Cotton,Meghalaya,2023,230943.5591,-655348.2038,-3736.284894,7020.0,2.375966387,5477.49,7385.83
Cotton,Mizoram,2023,294718.3898,-297433.5027,-3487.630241,7020.0,1.330252101,5361.91,7455.6
Cotton,Nagaland,2023,291269.301,-316790.3489,-3501.078054,7020.0,1.386806723,5341.02,7455.6
Cotton,Odisha,2023,216310.0,704916.12,554.0,7020.0,1.049747899,4564.0,7119.61169
Cotton,Puducherry,2023,330193.2675,-98342.73119,-3349.315591,7020.0,0.748571429,5303.78,4860.0
Cotton,Punjab,2023,213800.0,628823.53,500.0,7020.0,0.938151261,3606.0,7273.310857
Cotton,Punjab,2023,213800.0,628823.53,500.0,7020.0,0.938151261,3606.0,7500.0
Cotton,Punjab,2023,213800.0,628823.53,500.0,7020.0,0.938151261,3606.0,6692.0
Cotton,Punjab,2023,213800.0,628823.53,500.0,7020.0,0.938151261,3606.0,7500.0
Cotton,Rajasthan,2023,1003790.0,2621663.29,444.0,7020.0,0.375630252,3238.0,7752.602667
Cotton,Rajasthan,2023,1003790.0,2621663.29,444.0,7020.0,0.375630252,3238.0,7752.602667
Cotton,Tamil Nadu,2023,129660.0,278387.65,365.0,7020.0,0.782016807,4916.0,7517.0
Cotton,Telangana,2023,1818000.0,5079705.88,475.0,7020.0,0.818991597,3381.68,7524.683381
Cotton,Tripura,2023,286077.7305,-345926.2853,-3521.31971,7020.0,1.471932773,5452.18,7467.09
Cotton,Uttar Pradesh,2023,3000.0,6741.18,382.0,7020.0,0.375966387,5425.83,6954.5875
Cotton,West Bengal,2023,90.0,454.76,859.0,7020.0,0.977394958,3855.91,8890.94
Gram,Andhra Pradesh,2023,303000.0,321483.0,1061.0,5440.0,0.676806723,3303.0,4810.0
Gram,Assam,2023,2000.0,1496.0,748.0,5440.0,2.051428571,3507.62,5512.0
Gram,Bihar,2023,52204.0,54553.18,1045.0,5440.0,0.294453782,2754.67,5742.05
Gram,Chhattisgarh,2023,270500.0,226138.0,836.0,5440.0,0.698907563,2932.0,5771.665833
Gram,Delhi,2023,410143.04,1373619.853,1281.05075,5440.0,0.629579832,3100.51,5211.331667
Gram,Gujarat,2023,630707.0,1105336.46,1753.0,5440.0,0.169327731,2828.42,4372.0
Gram,Haryana,2023,26630.0,27482.16,1032.0,5440.0,0.630840336,2833.83,5475.05
Gram,Himachal Pradesh,2023,210.0,228.9,1090.0,5440.0,2.242352941,3169.22,6744.0
Gram,Jammu And Kashmir,2023,271410.7459,595031.7011,740.1409579,5440.0,2.904369748,3254.51,5137.8375
Gram,Jharkhand,2023,213696.0,251947.58,1179.0,5440.0,0.552773109,3046.83,7400.0
Gram,Karnataka,2023,593000.0,397903.0,671.0,5440.0,0.374705882,3579.0,5601.888
Gram,Madhya Pradesh,2023,2110000.0,3186100.0,1510.0,5440.0,0.426134454,2835.0,4596.0
Gram,Maharashtra,2023,2668760.0,2860910.72,1072.0,5440.0,0.362352941,3543.0,4901.688333
Gram,Manipur,2023,402686.2433,1331771.099,1251.977099,5440.0,0.751848739,3192.48,5064.571667
Gram,Meghalaya,2023,303636.4077,775887.3457,865.7870891,5440.0,2.375966387,3224.32,5128.793333
Gram,Nagaland,2023,363962.1497,1114445.201,1100.993929,5440.0,1.386806723,3213.83,4903.075833
Gram,Odisha,2023,37750.0,28803.25,763.0,5440.0,1.049747899,2985.24,5594.07
Gram,Punjab,2023,2000.0,2500.0,1250.0,5440.0,0.938151261,3436.9,5000.0
Gram,Rajasthan,2023,1814034.0,2234889.89,1232.0,5440.0,0.375630252,2728.0,4947.146667
Gram,Tamil Nadu,2023,3350.0,3108.8,928.0,5440.0,0.782016807,3095.38,5227.52
Gram,Telangana,2023,103000.0,150174.0,1458.0,5440.0,0.818991597,2878.82,5616.8
Gram,Tripura,2023,358770.5791,1085309.264,1080.752274,5440.0,1.471932773,3279.39,4961.5825
Gram,Uttar Pradesh,2023,584000.0,669264.0,1146.0,5440.0,0.375966387,3439.0,5316.155333
Gram,Uttarakhand,2023,812.0,642.29,791.0,5440.0,1.416218487,3365.03,6858.03
Gram,West Bengal,2023,39012.0,49740.3,1275.0,5440.0,0.977394958,3128.45,5566.64
Groundnut,Andaman And Nicobar Islands,2023,446988.2686,1421234.221,937.7492663,6377.0,0.0,3762.69,5594.841286
Groundnut,Andhra Pradesh,2023,312000.0,356210.0,1142.0,6377.0,0.676806723,4666.0,6308.0
Groundnut,Arunachal Pradesh,2023,258948.8669,365926.5789,204.5936996,6377.0,3.083277311,4523.85,8165.800167
Groundnut,Bihar,2023,688.0,702.45,1021.0,6377.0,0.294453782,4348.77,7647.97
Groundnut,Chhattisgarh,2023,23320.0,35096.6,1505.0,6377.0,0.698907563,4498.05,8116.0
Groundnut,Goa,2023,445578.9083,1413324.663,932.2542463,6377.0,0.023109244,3786.76,5573.401286
Groundnut,Gujarat,2023,1694419.0,4642455.58,2740.0,6377.0,0.169327731,3619.0,5801.297619
Groundnut,Haryana,2023,4620.0,4924.92,1066.0,6377.0,0.630840336,4096.25,4937.72
Groundnut,Himachal Pradesh,2023,34.0,32.4,953.0,6377.0,2.242352941,3972.66,11500.0
Groundnut,Jharkhand,2023,22972.0,28048.81,1221.0,6377.0,0.552773109,4450.87,6790.092
Groundnut,Karnataka,2023,408000.0,369208.0,905.0,6377.0,0.374705882,5227.0,5804.356167
Groundnut,Kerala,2023,142.29,205.73,1446.0,6377.0,1.378403361,4627.97,9135.0
Groundnut,Madhya Pradesh,2023,476000.0,991172.0,2082.0,6377.0,0.426134454,3397.96,5875.573333
Groundnut,Maharashtra,2023,213960.0,254280.96,1188.0,6377.0,0.362352941,6223.0,4996.0
Groundnut,Manipur,2023,401135.3747,1163900.339,758.9712866,6377.0,0.751848739,3765.38,5993.005833
Groundnut,Nagaland,2023,362411.2811,946574.4401,607.9881173,6377.0,1.386806723,3880.15,6052.845833
Groundnut,Odisha,2023,40640.0,79095.9,1946.0,6377.0,1.049747899,4695.0,6127.0
Groundnut,Puducherry,2023,401335.2477,1165022.058,759.7505803,6377.0,0.748571429,3765.38,5850.0
Groundnut,Punjab,2023,1600.0,2784.0,1740.0,6377.0,0.938151261,4419.46,5235.21
Groundnut,Rajasthan,2023,883694.0,2015706.01,2281.0,6377.0,0.375630252,1824.0,5781.055952
Groundnut,Tamil Nadu,2023,328510.0,879985.01,2679.0,6377.0,0.782016807,4564.0,6169.488333
Groundnut,Telangana,2023,95000.0,221950.0,2336.0,6377.0,0.818991597,4368.74,6374.6
Groundnut,Tripura,2023,357219.7106,917438.5038,587.7464616,6377.0,1.471932773,3886.42,6132.0675
Groundnut,Uttar Pradesh,2023,126000.0,147672.0,1172.0,6377.0,0.375966387,4434.36,5910.432
Groundnut,Uttarakhand,2023,386.0,616.06,1596.0,6377.0,1.416218487,4529.12,7924.39
Groundnut,West Bengal,2023,81827.0,249770.12,3052.0,6377.0,0.977394958,4429.83,6213.42
Guarseed,Gujarat,2023,389820.0521,1565375.857,1164.380732,6387.37,0.169327731,3015.04,4921.779286
Guarseed,Haryana,2023,361673.8474,1407414.788,1054.640186,6392.76,0.630840336,3095.61,4928.659619
Guarseed,Punjab,2023,342931.9191,1302232.044,981.5664104,6446.08,0.938151261,3327.82,5680.249167
